Record,SppNumb,Species,Length_mm,Weight_g,Length_in,Weight_lbs,Sex,Maturity,MM,DD,YYYY,Date,WaterBody,Section,Count,Notes,LOC_Name,LOC_Number,NetType,Position,Season,TimeSet,TimePulled,HoursSet,H2OTempF,H2OTempC,NetNumb,NetCount,ConditionFultonsK,ConditionFiltered,Strategy,Length_cm,100mmGroup
9379,5,BULL,254,NA,10,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,NA,FALSE,Pre-Biop,25,200
9443,5,BULL,259,149,10.2,0.33,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,455,NA,85.76,TRUE,Pre-Biop,25,200
9382,5,BULL,261,149,10.3,0.33,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,83.8,TRUE,Pre-Biop,26,200
9383,5,BULL,264,NA,10.4,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,NA,FALSE,Pre-Biop,26,200
9378,5,BULL,284,185,11.2,0.41,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,20:00,8:00,12,NA,NA,453,1,80.76,TRUE,Pre-Biop,28,200
9299,5,BULL,289,190,11.4,0.42,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,449,NA,78.72,TRUE,Pre-Biop,28,200
9415,5,BULL,292,226,11.5,0.5,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,454,NA,90.77,TRUE,Pre-Biop,29,200
9153,5,BULL,297,NA,11.7,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,462,NA,NA,FALSE,Pre-Biop,29,200
9298,5,BULL,297,213,11.7,0.47,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,20:00,8:00,12,NA,NA,449,1,81.3,TRUE,Pre-Biop,29,200
9413,5,BULL,302,235,11.9,0.52,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,19:00,8:00,13,NA,NA,454,1,85.32,TRUE,Pre-Biop,30,300
9233,5,BULL,307,NA,12.1,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,439,NA,NA,FALSE,Pre-Biop,30,300
9163,5,BULL,312,263,12.3,0.58,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,20:00,8:00,12,NA,NA,463,1,86.59,TRUE,Pre-Biop,31,300
9357,5,BULL,312,263,12.3,0.58,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,452,NA,86.59,TRUE,Pre-Biop,31,300
9232,5,BULL,314,276,12.4,0.61,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,439,NA,89.15,TRUE,Pre-Biop,31,300
9305,5,BULL,314,NA,12.4,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,20:00,8:00,12,NA,NA,450,1,NA,FALSE,Pre-Biop,31,300
9356,5,BULL,314,272,12.4,0.6,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,452,NA,87.86,TRUE,Pre-Biop,31,300
9152,5,BULL,317,NA,12.5,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,20:00,8:00,12,NA,NA,462,1,NA,FALSE,Pre-Biop,31,300
9416,5,BULL,317,272,12.5,0.6,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,454,NA,85.39,TRUE,Pre-Biop,31,300
9446,5,BULL,317,276,12.5,0.61,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,455,NA,86.64,TRUE,Pre-Biop,31,300
9444,5,BULL,322,276,12.7,0.61,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,455,NA,82.67,TRUE,Pre-Biop,32,300
9206,5,BULL,325,NA,12.8,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,20:00,8:00,12,NA,NA,465,1,NA,FALSE,Pre-Biop,32,300
9313,5,BULL,325,NA,12.8,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,20:00,8:00,12,NA,NA,451,1,NA,FALSE,Pre-Biop,32,300
9207,5,BULL,332,NA,13.1,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,465,NA,NA,FALSE,Pre-Biop,33,300
9208,5,BULL,332,NA,13.1,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,465,NA,NA,FALSE,Pre-Biop,33,300
9354,5,BULL,332,317,13.1,0.7,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,452,NA,86.63,TRUE,Pre-Biop,33,300
9386,5,BULL,347,362,13.7,0.8,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,86.64,TRUE,Pre-Biop,34,300
9230,5,BULL,350,390,13.8,0.86,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,20:00,8:00,12,NA,NA,439,1,90.96,TRUE,Pre-Biop,35,300
9414,5,BULL,353,381,13.9,0.84,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,454,NA,86.62,TRUE,Pre-Biop,35,300
9164,5,BULL,358,417,14.1,0.92,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,463,NA,90.88,TRUE,Pre-Biop,35,300
9165,5,BULL,358,458,14.1,1.01,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,463,NA,99.82,TRUE,Pre-Biop,35,300
9353,5,BULL,358,390,14.1,0.86,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,20:00,8:00,12,NA,NA,452,1,85,TRUE,Pre-Biop,35,300
9445,5,BULL,358,444,14.1,0.98,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,455,NA,96.77,TRUE,Pre-Biop,35,300
9231,5,BULL,378,489,14.9,1.08,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,439,NA,90.54,TRUE,Pre-Biop,37,300
9355,5,BULL,381,535,15,1.18,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,452,NA,96.73,TRUE,Pre-Biop,38,300
9380,5,BULL,386,526,15.2,1.16,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,91.46,TRUE,Pre-Biop,38,300
9286,5,BULL,388,NA,15.3,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,20:00,8:00,12,NA,NA,440,1,NA,FALSE,Pre-Biop,38,300
9381,5,BULL,406,NA,16,NA,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,NA,FALSE,Pre-Biop,40,400
9385,5,BULL,424,675,16.7,1.49,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,88.55,TRUE,Pre-Biop,42,400
9417,5,BULL,441,834,17.4,1.84,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,454,NA,97.24,TRUE,Pre-Biop,44,400
9418,5,BULL,457,870,18,1.92,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,454,NA,91.15,TRUE,Pre-Biop,45,400
9384,5,BULL,464,952,18.3,2.1,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,453,NA,95.3,TRUE,Pre-Biop,46,400
9442,5,BULL,520,1288,20.5,2.84,NA,NA,5,16,1976,5/16/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,19:00,8:00,13,NA,NA,455,1,91.6,TRUE,Pre-Biop,52,500
9574,5,BULL,233,108,9.2,0.24,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,21:00,8:00,11,NA,NA,442,1,85.38,TRUE,Pre-Biop,23,200
9699,5,BULL,292,204,11.5,0.45,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,81.94,TRUE,Pre-Biop,29,200
9693,5,BULL,312,254,12.3,0.56,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,8:00,11,NA,NA,457,1,83.63,TRUE,Pre-Biop,31,300
9698,5,BULL,317,267,12.5,0.59,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,83.82,TRUE,Pre-Biop,31,300
9696,5,BULL,320,272,12.6,0.6,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,83.01,TRUE,Pre-Biop,32,300
9642,5,BULL,325,294,12.8,0.65,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,8:00,11,NA,NA,456,1,85.64,TRUE,Pre-Biop,32,300
9697,5,BULL,345,299,13.6,0.66,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,72.81,TRUE,Pre-Biop,34,300
9694,5,BULL,347,353,13.7,0.78,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,84.49,TRUE,Pre-Biop,34,300
9695,5,BULL,393,580,15.5,1.28,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,457,NA,95.55,TRUE,Pre-Biop,39,300
9643,5,BULL,408,671,16.1,1.48,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,456,NA,98.8,TRUE,Pre-Biop,40,400
9621,5,BULL,431,725,17,1.6,NA,NA,5,17,1976,5/17/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,444,NA,90.55,TRUE,Pre-Biop,43,400
9847,5,BULL,231,99,9.1,0.22,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,80.32,TRUE,Pre-Biop,23,200
9824,5,BULL,233,108,9.2,0.24,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,21:00,9:00,12,NA,NA,435,1,85.38,TRUE,Pre-Biop,23,200
9819,5,BULL,269,145,10.6,0.32,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,434,NA,74.49,TRUE,Pre-Biop,26,200
9828,5,BULL,269,154,10.6,0.34,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,458,NA,79.12,TRUE,Pre-Biop,26,200
9846,5,BULL,271,176,10.7,0.39,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,88.43,TRUE,Pre-Biop,27,200
9845,5,BULL,287,195,11.3,0.43,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,8:00,11,NA,NA,460,1,82.49,TRUE,Pre-Biop,28,200
9848,5,BULL,292,208,11.5,0.46,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,83.54,TRUE,Pre-Biop,29,200
9850,5,BULL,294,199,11.6,0.44,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,78.31,TRUE,Pre-Biop,29,200
9736,5,BULL,304,240,12,0.53,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,470,NA,85.43,TRUE,Pre-Biop,30,300
9763,5,BULL,314,NA,12.4,NA,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,21:00,8:00,11,NA,NA,474,1,NA,FALSE,Pre-Biop,31,300
9885,5,BULL,320,263,12.6,0.58,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,21:00,9:00,12,NA,NA,437,1,80.26,TRUE,Pre-Biop,32,300
9839,5,BULL,330,308,13,0.68,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,8:00,11,NA,NA,459,1,85.71,TRUE,Pre-Biop,33,300
9849,5,BULL,350,358,13.8,0.79,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,83.5,TRUE,Pre-Biop,35,300
9818,5,BULL,363,408,14.3,0.9,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,434,NA,85.3,TRUE,Pre-Biop,36,300
9817,5,BULL,365,430,14.4,0.95,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,434,NA,88.43,TRUE,Pre-Biop,36,300
9827,5,BULL,365,430,14.4,0.95,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,21:00,8:00,11,NA,NA,458,1,88.43,TRUE,Pre-Biop,36,300
9751,5,BULL,370,426,14.6,0.94,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,472,NA,84.1,TRUE,Pre-Biop,37,300
9746,5,BULL,378,480,14.9,1.06,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,471,NA,88.87,TRUE,Pre-Biop,37,300
9789,5,BULL,378,489,14.9,1.08,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,21:00,8:00,11,NA,NA,445,1,90.54,TRUE,Pre-Biop,37,300
9758,5,BULL,386,535,15.2,1.18,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,21:00,8:00,11,NA,NA,473,1,93.02,TRUE,Pre-Biop,38,300
9816,5,BULL,391,517,15.4,1.14,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,434,NA,86.49,TRUE,Pre-Biop,39,300
9806,5,BULL,393,498,15.5,1.1,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,447,NA,82.04,TRUE,Pre-Biop,39,300
9750,5,BULL,406,535,16,1.18,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,472,NA,79.94,TRUE,Pre-Biop,40,400
9745,5,BULL,416,734,16.4,1.62,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,471,NA,101.96,TRUE,Pre-Biop,41,400
9896,5,BULL,419,671,16.5,1.48,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,NA,NA,NA,NA,NA,438,NA,91.22,TRUE,Pre-Biop,41,400
9895,5,BULL,424,698,16.7,1.54,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,NA,NA,2,NA,Spring,21:00,9:00,12,NA,NA,438,1,91.57,TRUE,Pre-Biop,42,400
9851,5,BULL,452,943,17.8,2.08,NA,NA,5,18,1976,5/18/1976,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,460,NA,102.12,TRUE,Pre-Biop,45,400
12741,5,BULL,264,158,10.4,0.35,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,478,NA,85.87,TRUE,Pre-Biop,26,200
12792,5,BULL,274,167,10.8,0.37,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,479,NA,81.18,TRUE,Pre-Biop,27,200
12493,5,BULL,292,240,11.5,0.53,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,96.4,TRUE,Pre-Biop,29,200
12830,5,BULL,292,244,11.5,0.54,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,507,NA,98,TRUE,Pre-Biop,29,200
12959,5,BULL,292,226,11.5,0.5,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,494,NA,90.77,TRUE,Pre-Biop,29,200
12885,5,BULL,294,240,11.6,0.53,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,508,NA,94.44,TRUE,Pre-Biop,29,200
13016,5,BULL,299,226,11.8,0.5,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,495,NA,84.55,TRUE,Pre-Biop,29,200
12655,5,BULL,312,258,12.3,0.57,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,487,NA,84.95,TRUE,Pre-Biop,31,300
12806,5,BULL,312,299,12.3,0.66,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,506,NA,98.45,TRUE,Pre-Biop,31,300
12492,5,BULL,320,276,12.6,0.61,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,84.23,TRUE,Pre-Biop,32,300
12832,5,BULL,320,267,12.6,0.59,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,507,NA,81.48,TRUE,Pre-Biop,32,300
12739,5,BULL,322,344,12.7,0.76,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,478,NA,103.04,TRUE,Pre-Biop,32,300
12884,5,BULL,330,335,13,0.74,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,508,NA,93.22,TRUE,Pre-Biop,33,300
12498,5,BULL,335,780,13.2,1.72,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,207.47,FALSE,Pre-Biop,33,300
12883,5,BULL,335,317,13.2,0.7,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,508,NA,84.32,TRUE,Pre-Biop,33,300
12654,5,BULL,347,399,13.7,0.88,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,487,NA,95.5,TRUE,Pre-Biop,34,300
12926,5,BULL,355,421,14,0.93,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,509,NA,94.1,TRUE,Pre-Biop,35,300
12805,5,BULL,365,430,14.4,0.95,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,506,NA,88.43,TRUE,Pre-Biop,36,300
12653,5,BULL,373,498,14.7,1.1,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,487,NA,95.96,TRUE,Pre-Biop,37,300
12652,5,BULL,375,530,14.8,1.17,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,487,NA,100.5,TRUE,Pre-Biop,37,300
12831,5,BULL,378,589,14.9,1.3,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,507,NA,109.05,TRUE,Pre-Biop,37,300
12706,5,BULL,386,635,15.2,1.4,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,488,NA,110.41,TRUE,Pre-Biop,38,300
12740,5,BULL,391,607,15.4,1.34,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Tobacco,8,2,NA,Spring,NA,NA,NA,NA,NA,478,NA,101.54,TRUE,Pre-Biop,39,300
12803,5,BULL,393,589,15.5,1.3,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,506,NA,97.04,TRUE,Pre-Biop,39,300
12497,5,BULL,401,594,15.8,1.31,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,92.12,TRUE,Pre-Biop,40,400
13019,5,BULL,406,616,16,1.36,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,495,NA,92.05,TRUE,Pre-Biop,40,400
13017,5,BULL,416,689,16.4,1.52,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,495,NA,95.71,TRUE,Pre-Biop,41,400
12494,5,BULL,434,689,17.1,1.52,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,84.28,TRUE,Pre-Biop,43,400
12708,5,BULL,459,793,18.1,1.75,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,488,NA,82,TRUE,Pre-Biop,45,400
12496,5,BULL,467,771,18.4,1.7,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,75.7,TRUE,Pre-Biop,46,400
12544,5,BULL,467,1016,18.4,2.24,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,515,NA,99.76,TRUE,Pre-Biop,46,400
12804,5,BULL,477,898,18.8,1.98,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,506,NA,82.74,TRUE,Pre-Biop,47,400
12495,5,BULL,485,1152,19.1,2.54,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Black Lake,3,2,NA,Spring,NA,NA,NA,NA,NA,514,NA,100.98,TRUE,Pre-Biop,48,400
13018,5,BULL,510,1270,20.1,2.8,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,Mid Sophie,15,2,NA,Spring,NA,NA,NA,NA,NA,495,NA,95.74,TRUE,Pre-Biop,51,500
12707,5,BULL,533,1487,21,3.28,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,488,NA,98.2,TRUE,Pre-Biop,53,500
12925,5,BULL,533,1360,21,3,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,North Point Murray,13,2,NA,Spring,NA,NA,NA,NA,NA,509,NA,89.82,TRUE,Pre-Biop,53,500
12565,5,BULL,543,1660,21.4,3.66,NA,NA,5,15,1978,5/15/1978,Koocanusa,Rexford,1,NA,South Tobacco,7,2,NA,Spring,NA,NA,NA,NA,NA,485,NA,103.68,TRUE,Pre-Biop,54,500
